Quantity,day_of_week,day_of_week_index,InvoiceNo
1,Tuesday,4.0,539745
1,Tuesday,4.0,539745
1,Tuesday,4.0,539745
1,Tuesday,4.0,539745
1,Tuesday,4.0,539745
1,Tuesday,4.0,539745
1,Tuesday,4.0,539745
2,Tuesday,4.0,539745
1,Tuesday,4.0,539745
1,Tuesday,4.0,539745
1,Tuesday,4.0,539745
1,Tuesday,4.0,539745
1,Tuesday,4.0,539745
1,Tuesday,4.0,539745
2,Tuesday,4.0,539745
1,Tuesday,4.0,539745
4,Tuesday,4.0,539745
1,Tuesday,4.0,539745
1,Tuesday,4.0,539746
1,Tuesday,4.0,539746
1,Tuesday,4.0,539746
1,Tuesday,4.0,539746
1,Tuesday,4.0,539746
1,Tuesday,4.0,539746
2,Tuesday,4.0,539746
4,Tuesday,4.0,539746
1,Tuesday,4.0,539746
1,Tuesday,4.0,539746
1,Tuesday,4.0,539746
3,Tuesday,4.0,539746
1,Tuesday,4.0,539746
1,Tuesday,4.0,539746
2,Tuesday,4.0,539746
1,Tuesday,4.0,539746
1,Tuesday,4.0,539746
3,Tuesday,4.0,539746
2,Tuesday,4.0,539746
1,Tuesday,4.0,539746
1,Tuesday,4.0,539747
1,Tuesday,4.0,539747
1,Tuesday,4.0,539747
1,Tuesday,4.0,539747
1,Tuesday,4.0,539747
1,Tuesday,4.0,539747
1,Tuesday,4.0,539747
3,Tuesday,4.0,539747
1,Tuesday,4.0,539747
3,Tuesday,4.0,539747
1,Tuesday,4.0,539747
1,Tuesday,4.0,539747
1,Tuesday,4.0,539748
1,Tuesday,4.0,539748
1,Tuesday,4.0,539748
1,Tuesday,4.0,539748
1,Tuesday,4.0,539748
1,Tuesday,4.0,539748
1,Tuesday,4.0,539748
30,Tuesday,4.0,539749
49,Tuesday,4.0,539750
18,Tuesday,4.0,539750
43,Tuesday,4.0,539750
6,Tuesday,4.0,539750
1,Tuesday,4.0,539750
210,Tuesday,4.0,539750
1,Tuesday,4.0,539750
1,Tuesday,4.0,539750
11,Tuesday,4.0,539750
7,Tuesday,4.0,539750
1,Tuesday,4.0,539750
1,Tuesday,4.0,539750
172,Tuesday,4.0,539750
57,Tuesday,4.0,539750
11,Tuesday,4.0,539750
3,Tuesday,4.0,539750
23,Tuesday,4.0,539750
2,Tuesday,4.0,539750
34,Tuesday,4.0,539750
7,Tuesday,4.0,539750
79,Tuesday,4.0,539750
2,Tuesday,4.0,539750
1,Tuesday,4.0,539750
2,Tuesday,4.0,539750
3,Tuesday,4.0,539750
2,Tuesday,4.0,539750
4,Tuesday,4.0,539750
1,Tuesday,4.0,539750
1,Tuesday,4.0,539750
1,Tuesday,4.0,539750
2,Tuesday,4.0,539750
1,Tuesday,4.0,539750
6,Tuesday,4.0,539750
12,Tuesday,4.0,539750
12,Tuesday,4.0,539750
20,Tuesday,4.0,539750
1,Tuesday,4.0,539750
19,Tuesday,4.0,539750
34,Tuesday,4.0,539750
1,Tuesday,4.0,539750
1,Tuesday,4.0,539750
5,Tuesday,4.0,539750
3,Tuesday,4.0,539750
4,Tuesday,4.0,539750
2,Tuesday,4.0,539750
2,Tuesday,4.0,539750
10,Tuesday,4.0,539750
10,Tuesday,4.0,539750
2,Tuesday,4.0,539750
5,Tuesday,4.0,539750
2,Tuesday,4.0,539750
4,Tuesday,4.0,539750
2,Tuesday,4.0,539750
1,Tuesday,4.0,539750
4,Tuesday,4.0,539750
1,Tuesday,4.0,539750
2,Tuesday,4.0,539750
3,Tuesday,4.0,539750
21,Tuesday,4.0,539750
4,Tuesday,4.0,539750
1,Tuesday,4.0,539750
3,Tuesday,4.0,539750
3,Tuesday,4.0,539750
4,Tuesday,4.0,539750
1,Tuesday,4.0,539750
2,Tuesday,4.0,539750
6,Tuesday,4.0,539750
1,Tuesday,4.0,539750
1,Tuesday,4.0,539750
3,Tuesday,4.0,539750
20,Tuesday,4.0,539750
10,Tuesday,4.0,539750
8,Tuesday,4.0,539750
18,Tuesday,4.0,539750
4,Tuesday,4.0,539750
20,Tuesday,4.0,539750
9,Tuesday,4.0,539750
8,Tuesday,4.0,539750
4,Tuesday,4.0,539750
3,Tuesday,4.0,539750
37,Tuesday,4.0,539750
215,Tuesday,4.0,539750
129,Tuesday,4.0,539750
6,Tuesday,4.0,539750
8,Tuesday,4.0,539750
19,Tuesday,4.0,539750
7,Tuesday,4.0,539750
138,Tuesday,4.0,539750
9,Tuesday,4.0,539750
42,Tuesday,4.0,539750
6,Tuesday,4.0,539750
1,Tuesday,4.0,539750
3,Tuesday,4.0,539750
2,Tuesday,4.0,539750
6,Tuesday,4.0,539750
2,Tuesday,4.0,539750
5,Tuesday,4.0,539750
2,Tuesday,4.0,539750
1,Tuesday,4.0,539750
2,Tuesday,4.0,539750
5,Tuesday,4.0,539750
2,Tuesday,4.0,539750
2,Tuesday,4.0,539750
1,Tuesday,4.0,539750
9,Tuesday,4.0,539750
24,Tuesday,4.0,539750
2,Tuesday,4.0,539750
1,Tuesday,4.0,539750
27,Tuesday,4.0,539750
116,Tuesday,4.0,539750
70,Tuesday,4.0,539750
135,Tuesday,4.0,539750
21,Tuesday,4.0,539750
13,Tuesday,4.0,539750
3,Tuesday,4.0,539750
7,Tuesday,4.0,539750
5,Tuesday,4.0,539750
1,Tuesday,4.0,539750
10,Tuesday,4.0,539750
7,Tuesday,4.0,539750
6,Tuesday,4.0,539750
4,Tuesday,4.0,539750
4,Tuesday,4.0,539750
3,Tuesday,4.0,539750
2,Tuesday,4.0,539750
12,Tuesday,4.0,539750
9,Tuesday,4.0,539750
7,Tuesday,4.0,539750
2,Tuesday,4.0,539750
4,Tuesday,4.0,539750
1,Tuesday,4.0,539750
1,Tuesday,4.0,539750
2,Tuesday,4.0,539750
2,Tuesday,4.0,539750
3,Tuesday,4.0,539750
2,Tuesday,4.0,539750
2,Tuesday,4.0,539750
2,Tuesday,4.0,539750
1,Tuesday,4.0,539750
2,Tuesday,4.0,539750
28,Tuesday,4.0,539750
7,Tuesday,4.0,539750
1,Tuesday,4.0,539750
1,Tuesday,4.0,539750
2,Tuesday,4.0,539750
197,Tuesday,4.0,539750
1,Tuesday,4.0,539750
25,Tuesday,4.0,539750
47,Tuesday,4.0,539750
6,Tuesday,4.0,539750
6,Tuesday,4.0,539750
3,Tuesday,4.0,539750
6,Tuesday,4.0,539750
1,Tuesday,4.0,539750
3,Tuesday,4.0,539750
1,Tuesday,4.0,539750
3,Tuesday,4.0,539750
3,Tuesday,4.0,539750
2,Tuesday,4.0,539750
9,Tuesday,4.0,539750
3,Tuesday,4.0,539750
2,Tuesday,4.0,539750
3,Tuesday,4.0,539750
1,Tuesday,4.0,539750
31,Tuesday,4.0,539750
7,Tuesday,4.0,539750
6,Tuesday,4.0,539750
7,Tuesday,4.0,539750
20,Tuesday,4.0,539750
35,Tuesday,4.0,539750
6,Tuesday,4.0,539750
10,Tuesday,4.0,539750
1,Tuesday,4.0,539750
3,Tuesday,4.0,539750
1,Tuesday,4.0,539750
10,Tuesday,4.0,539750
3,Tuesday,4.0,539750
2,Tuesday,4.0,539750
10,Tuesday,4.0,539750
1,Tuesday,4.0,539750
7,Tuesday,4.0,539750
2,Tuesday,4.0,539750
2,Tuesday,4.0,539750
12,Tuesday,4.0,539750
5,Tuesday,4.0,539750
9,Tuesday,4.0,539750
1,Tuesday,4.0,539750
53,Tuesday,4.0,539750
1,Tuesday,4.0,539750
1,Tuesday,4.0,539750
5,Tuesday,4.0,539751
2,Tuesday,4.0,539752
2,Tuesday,4.0,539752
12,Tuesday,4.0,539752
2,Tuesday,4.0,539752
2,Tuesday,4.0,539752
12,Tuesday,4.0,539752
3,Tuesday,4.0,539752
3,Tuesday,4.0,539752
12,Tuesday,4.0,539752
3,Tuesday,4.0,539752
24,Tuesday,4.0,539752
24,Tuesday,4.0,539752
12,Tuesday,4.0,539752
9,Tuesday,4.0,539752
6,Tuesday,4.0,539752
3,Tuesday,4.0,539752
2,Tuesday,4.0,539753
1,Tuesday,4.0,539753
1,Tuesday,4.0,539753
1,Tuesday,4.0,539753
1,Tuesday,4.0,539753
1,Tuesday,4.0,539753
1,Tuesday,4.0,539753
1,Tuesday,4.0,539753
1,Tuesday,4.0,539753
1,Tuesday,4.0,539753
2,Tuesday,4.0,539754
1,Tuesday,4.0,539754
1,Tuesday,4.0,539754
3,Tuesday,4.0,539754
1,Tuesday,4.0,539754
2,Tuesday,4.0,539754
1,Tuesday,4.0,539754
1,Tuesday,4.0,539754
1,Tuesday,4.0,539754
1,Tuesday,4.0,539754
1,Tuesday,4.0,539754
1,Tuesday,4.0,539754
1,Tuesday,4.0,539754
1,Tuesday,4.0,539754
1,Tuesday,4.0,539754
1,Tuesday,4.0,539754
1,Tuesday,4.0,539755
2,Tuesday,4.0,539755
1,Tuesday,4.0,539755
1,Tuesday,4.0,539755
1,Tuesday,4.0,539755
1,Tuesday,4.0,539755
-1,Tuesday,4.0,C539756
1,Tuesday,4.0,539758
1,Tuesday,4.0,539759
48,Tuesday,4.0,539760
24,Tuesday,4.0,539760
16,Tuesday,4.0,539760
16,Tuesday,4.0,539760
1,Tuesday,4.0,539760
3,Tuesday,4.0,539760
3,Tuesday,4.0,539760
3,Tuesday,4.0,539760
3,Tuesday,4.0,539760
3,Tuesday,4.0,539760
2,Tuesday,4.0,539760
2,Tuesday,4.0,539760
2,Tuesday,4.0,539760
6,Tuesday,4.0,539760
4,Tuesday,4.0,539760
3,Tuesday,4.0,539760
3,Tuesday,4.0,539760
3,Tuesday,4.0,539760
3,Tuesday,4.0,539760
3,Tuesday,4.0,539760
12,Tuesday,4.0,539760
12,Tuesday,4.0,539760
2,Tuesday,4.0,539760
3,Tuesday,4.0,539760
12,Tuesday,4.0,539760
6,Tuesday,4.0,539760
3,Tuesday,4.0,539760
6,Tuesday,4.0,539760
6,Tuesday,4.0,539760
3,Tuesday,4.0,539760
3,Tuesday,4.0,539760
3,Tuesday,4.0,539760
6,Tuesday,4.0,539760
6,Tuesday,4.0,539760
6,Tuesday,4.0,539760
6,Tuesday,4.0,539760
4,Tuesday,4.0,539760
39,Thursday,2.0,539864
48,Thursday,2.0,539865
24,Thursday,2.0,539865
48,Thursday,2.0,539865
-3,Thursday,2.0,C539866
-4,Thursday,2.0,C539866
-2,Thursday,2.0,C539866
6,Thursday,2.0,539867
24,Thursday,2.0,539867
24,Thursday,2.0,539867
3,Thursday,2.0,539867
4,Thursday,2.0,539867
30,Thursday,2.0,539867
2,Thursday,2.0,539867
4,Thursday,2.0,539920
4,Thursday,2.0,539920
7,Thursday,2.0,539920
4,Thursday,2.0,539920
4,Thursday,2.0,539920
10,Thursday,2.0,539920
6,Thursday,2.0,539920
3,Thursday,2.0,539920
2,Thursday,2.0,539920
6,Thursday,2.0,539920
6,Thursday,2.0,539920
6,Thursday,2.0,539920
6,Thursday,2.0,539920
12,Thursday,2.0,539920
2,Thursday,2.0,539920
6,Thursday,2.0,539920
4,Thursday,2.0,539920
12,Thursday,2.0,539920
4,Thursday,2.0,539920
1,Thursday,2.0,539920
4,Thursday,2.0,539920
2,Thursday,2.0,539920
2,Thursday,2.0,539920
4,Thursday,2.0,539920
6,Thursday,2.0,539920
12,Thursday,2.0,539920
2,Thursday,2.0,539920
4,Thursday,2.0,539920
2,Thursday,2.0,539920
2,Thursday,2.0,539920
2,Thursday,2.0,539920
2,Thursday,2.0,539920
1,Thursday,2.0,539921
1,Thursday,2.0,539921
1,Thursday,2.0,539921
1,Thursday,2.0,539921
1,Thursday,2.0,539921
10,Thursday,2.0,539933
10,Thursday,2.0,539933
12,Thursday,2.0,539933
8,Thursday,2.0,539933
8,Thursday,2.0,539933
4,Thursday,2.0,539933
10,Thursday,2.0,539933
10,Thursday,2.0,539933
12,Thursday,2.0,539933
12,Thursday,2.0,539933
4,Thursday,2.0,539933
4,Thursday,2.0,539933
24,Thursday,2.0,539933
9,Thursday,2.0,539933
6,Thursday,2.0,539933
6,Thursday,2.0,539933
12,Thursday,2.0,539933
6,Thursday,2.0,539933
2,Thursday,2.0,539933
12,Thursday,2.0,539933
4,Thursday,2.0,539933
12,Thursday,2.0,539933
8,Thursday,2.0,539933
4,Thursday,2.0,539933
3,Thursday,2.0,539933
24,Thursday,2.0,539933
24,Thursday,2.0,539933
24,Thursday,2.0,539933
6,Thursday,2.0,539933
12,Thursday,2.0,539933
12,Thursday,2.0,539933
12,Thursday,2.0,539933
4,Thursday,2.0,539933
3,Thursday,2.0,539933
-1,Thursday,2.0,C539943
-3,Thursday,2.0,C539943
-1,Thursday,2.0,C539944
-1,Thursday,2.0,C539945
-1,Thursday,2.0,C539945
-1,Thursday,2.0,C539945
-3,Thursday,2.0,C539945
6,Thursday,2.0,539946
10,Thursday,2.0,539946
12,Thursday,2.0,539946
8,Thursday,2.0,539946
8,Thursday,2.0,539946
6,Thursday,2.0,539946
6,Thursday,2.0,539946
6,Thursday,2.0,539946
1,Thursday,2.0,539946
-6,Thursday,2.0,C539947
-4,Thursday,2.0,C539948
-6,Thursday,2.0,C539949
-1,Thursday,2.0,C539950
-10,Thursday,2.0,C539950
-2,Thursday,2.0,C539950
1,Thursday,2.0,539951
1,Thursday,2.0,539951
1,Thursday,2.0,539951
1,Thursday,2.0,539951
1,Thursday,2.0,539951
1,Thursday,2.0,539951
1,Thursday,2.0,539951
2,Thursday,2.0,539952
2,Thursday,2.0,539952
4,Thursday,2.0,539952
3,Thursday,2.0,539952
1,Thursday,2.0,539953
2,Thursday,2.0,539953
1,Thursday,2.0,539953
1,Thursday,2.0,539953
12,Thursday,2.0,539954
30,Thursday,2.0,539954
24,Thursday,2.0,539954
1,Thursday,2.0,539955
1,Thursday,2.0,539955
4,Thursday,2.0,539955
3,Thursday,2.0,539955
4,Thursday,2.0,539955
1,Thursday,2.0,539955
1,Thursday,2.0,539955
2,Thursday,2.0,539955
1,Thursday,2.0,539955
1,Thursday,2.0,539955
1,Thursday,2.0,539955
18,Thursday,2.0,539955
5,Thursday,2.0,539955
2,Thursday,2.0,539955
2,Thursday,2.0,539955
1,Thursday,2.0,539955
1,Thursday,2.0,539955
4,Thursday,2.0,539955
3,Thursday,2.0,539955
3,Thursday,2.0,539955
2,Thursday,2.0,539955
2,Thursday,2.0,539955
1,Thursday,2.0,539955
1,Thursday,2.0,539955
3,Thursday,2.0,539955
3,Thursday,2.0,539955
2,Thursday,2.0,539955
14,Thursday,2.0,539955
2,Thursday,2.0,539955
1,Thursday,2.0,539955
2,Thursday,2.0,539955
5,Thursday,2.0,539955
2,Thursday,2.0,539955
1,Thursday,2.0,539955
2,Thursday,2.0,539955
1,Thursday,2.0,539955
1,Thursday,2.0,539955
1,Thursday,2.0,539955
1,Thursday,2.0,539955
1,Thursday,2.0,539955
1,Thursday,2.0,539955
2,Thursday,2.0,539955
4,Thursday,2.0,539955
1,Thursday,2.0,539955
2,Thursday,2.0,539955
1,Thursday,2.0,539955
12,Thursday,2.0,539955
4,Thursday,2.0,539955
3,Thursday,2.0,539955
1,Thursday,2.0,539955
1,Thursday,2.0,539955
1,Thursday,2.0,539955
1,Thursday,2.0,539955
-15,Thursday,2.0,C539956
3,Thursday,2.0,539957
16,Thursday,2.0,539957
16,Thursday,2.0,539957
2,Thursday,2.0,539957
2,Thursday,2.0,539957
12,Thursday,2.0,539957
8,Thursday,2.0,539957
24,Thursday,2.0,539957
12,Thursday,2.0,539957
12,Thursday,2.0,539957
24,Thursday,2.0,539957
24,Thursday,2.0,539957
12,Thursday,2.0,539957
12,Thursday,2.0,539957
12,Thursday,2.0,539957
12,Thursday,2.0,539957
12,Thursday,2.0,539957
12,Thursday,2.0,539957
12,Thursday,2.0,539957
12,Thursday,2.0,539957
12,Thursday,2.0,539957
12,Thursday,2.0,539957
12,Thursday,2.0,539957
2,Thursday,2.0,539957
2,Thursday,2.0,539957
6,Thursday,2.0,539957
6,Thursday,2.0,539957
6,Thursday,2.0,539957
12,Thursday,2.0,539957
24,Thursday,2.0,539957
24,Thursday,2.0,539957
24,Thursday,2.0,539957
24,Thursday,2.0,539957
24,Thursday,2.0,539957
12,Thursday,2.0,539957
12,Thursday,2.0,539957
12,Thursday,2.0,539957
12,Thursday,2.0,539957
12,Thursday,2.0,539957
12,Thursday,2.0,539957
2,Thursday,2.0,539957
3,Thursday,2.0,539957
12,Thursday,2.0,539957
4,Thursday,2.0,539957
3,Thursday,2.0,539957
12,Thursday,2.0,539957
12,Thursday,2.0,539957
12,Thursday,2.0,539957
12,Thursday,2.0,539957
24,Thursday,2.0,539957
24,Thursday,2.0,539957
24,Thursday,2.0,539957
25,Thursday,2.0,539957
25,Thursday,2.0,539957
25,Thursday,2.0,539957
25,Thursday,2.0,539957
25,Thursday,2.0,539957
12,Thursday,2.0,539957
6,Thursday,2.0,539957
4,Thursday,2.0,539957
24,Thursday,2.0,539957
24,Thursday,2.0,539957
2,Thursday,2.0,539957
12,Thursday,2.0,539957
6,Thursday,2.0,539957
5,Thursday,2.0,539958
10,Thursday,2.0,539958
4,Thursday,2.0,539958
35,Thursday,2.0,539958
8,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
3,Thursday,2.0,539958
7,Thursday,2.0,539958
26,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
2,Thursday,2.0,539958
10,Thursday,2.0,539958
3,Thursday,2.0,539958
3,Thursday,2.0,539958
3,Thursday,2.0,539958
2,Thursday,2.0,539958
4,Thursday,2.0,539958
26,Thursday,2.0,539958
4,Thursday,2.0,539958
3,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
3,Thursday,2.0,539958
5,Thursday,2.0,539958
9,Thursday,2.0,539958
2,Thursday,2.0,539958
7,Thursday,2.0,539958
3,Thursday,2.0,539958
29,Thursday,2.0,539958
10,Thursday,2.0,539958
4,Thursday,2.0,539958
23,Thursday,2.0,539958
4,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
15,Thursday,2.0,539958
1,Thursday,2.0,539958
4,Thursday,2.0,539958
1,Thursday,2.0,539958
2,Thursday,2.0,539958
3,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
6,Thursday,2.0,539958
6,Thursday,2.0,539958
6,Thursday,2.0,539958
2,Thursday,2.0,539958
6,Thursday,2.0,539958
7,Thursday,2.0,539958
7,Thursday,2.0,539958
9,Thursday,2.0,539958
4,Thursday,2.0,539958
3,Thursday,2.0,539958
1,Thursday,2.0,539958
3,Thursday,2.0,539958
2,Thursday,2.0,539958
2,Thursday,2.0,539958
5,Thursday,2.0,539958
5,Thursday,2.0,539958
3,Thursday,2.0,539958
1,Thursday,2.0,539958
3,Thursday,2.0,539958
1,Thursday,2.0,539958
5,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
2,Thursday,2.0,539958
12,Thursday,2.0,539958
6,Thursday,2.0,539958
3,Thursday,2.0,539958
5,Thursday,2.0,539958
1,Thursday,2.0,539958
2,Thursday,2.0,539958
2,Thursday,2.0,539958
1,Thursday,2.0,539958
18,Thursday,2.0,539958
1,Thursday,2.0,539958
2,Thursday,2.0,539958
1,Thursday,2.0,539958
8,Thursday,2.0,539958
1,Thursday,2.0,539958
7,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
3,Thursday,2.0,539958
12,Thursday,2.0,539958
1,Thursday,2.0,539958
4,Thursday,2.0,539958
4,Thursday,2.0,539958
1,Thursday,2.0,539958
2,Thursday,2.0,539958
1,Thursday,2.0,539958
5,Thursday,2.0,539958
3,Thursday,2.0,539958
1,Thursday,2.0,539958
3,Thursday,2.0,539958
3,Thursday,2.0,539958
1,Thursday,2.0,539958
15,Thursday,2.0,539958
9,Thursday,2.0,539958
2,Thursday,2.0,539958
7,Thursday,2.0,539958
2,Thursday,2.0,539958
8,Thursday,2.0,539958
5,Thursday,2.0,539958
5,Thursday,2.0,539958
5,Thursday,2.0,539958
10,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
2,Thursday,2.0,539958
1,Thursday,2.0,539958
3,Thursday,2.0,539958
8,Thursday,2.0,539958
2,Thursday,2.0,539958
6,Thursday,2.0,539958
3,Thursday,2.0,539958
4,Thursday,2.0,539958
7,Thursday,2.0,539958
2,Thursday,2.0,539958
2,Thursday,2.0,539958
1,Thursday,2.0,539958
2,Thursday,2.0,539958
1,Thursday,2.0,539958
12,Thursday,2.0,539958
15,Thursday,2.0,539958
12,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
25,Thursday,2.0,539958
21,Thursday,2.0,539958
19,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
31,Thursday,2.0,539958
2,Thursday,2.0,539958
6,Thursday,2.0,539958
1,Thursday,2.0,539958
2,Thursday,2.0,539958
1,Thursday,2.0,539958
2,Thursday,2.0,539958
2,Thursday,2.0,539958
1,Thursday,2.0,539958
16,Thursday,2.0,539958
2,Thursday,2.0,539958
18,Thursday,2.0,539958
11,Thursday,2.0,539958
41,Thursday,2.0,539958
2,Thursday,2.0,539958
12,Thursday,2.0,539958
2,Thursday,2.0,539958
3,Thursday,2.0,539958
2,Thursday,2.0,539958
4,Thursday,2.0,539958
4,Thursday,2.0,539958
1,Thursday,2.0,539958
19,Thursday,2.0,539958
22,Thursday,2.0,539958
3,Thursday,2.0,539958
5,Thursday,2.0,539958
8,Thursday,2.0,539958
1,Thursday,2.0,539958
4,Thursday,2.0,539958
8,Thursday,2.0,539958
6,Thursday,2.0,539958
4,Thursday,2.0,539958
4,Thursday,2.0,539958
4,Thursday,2.0,539958
11,Thursday,2.0,539958
5,Thursday,2.0,539958
1,Thursday,2.0,539958
22,Thursday,2.0,539958
1,Thursday,2.0,539958
4,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
19,Thursday,2.0,539958
11,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
2,Thursday,2.0,539958
7,Thursday,2.0,539958
5,Thursday,2.0,539958
2,Thursday,2.0,539958
8,Thursday,2.0,539958
1,Thursday,2.0,539958
10,Thursday,2.0,539958
3,Thursday,2.0,539958
1,Thursday,2.0,539958
3,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
5,Thursday,2.0,539958
2,Thursday,2.0,539958
7,Thursday,2.0,539958
2,Thursday,2.0,539958
4,Thursday,2.0,539958
2,Thursday,2.0,539958
1,Thursday,2.0,539958
3,Thursday,2.0,539958
2,Thursday,2.0,539958
6,Thursday,2.0,539958
3,Thursday,2.0,539958
7,Thursday,2.0,539958
11,Thursday,2.0,539958
11,Thursday,2.0,539958
2,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
3,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
3,Thursday,2.0,539958
1,Thursday,2.0,539958
10,Thursday,2.0,539958
10,Thursday,2.0,539958
8,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
3,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
2,Thursday,2.0,539958
2,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
14,Thursday,2.0,539958
3,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
2,Thursday,2.0,539958
1,Thursday,2.0,539958
6,Thursday,2.0,539958
2,Thursday,2.0,539958
1,Thursday,2.0,539958
9,Thursday,2.0,539958
6,Thursday,2.0,539958
2,Thursday,2.0,539958
3,Thursday,2.0,539958
3,Thursday,2.0,539958
6,Thursday,2.0,539958
4,Thursday,2.0,539958
2,Thursday,2.0,539958
15,Thursday,2.0,539958
3,Thursday,2.0,539958
2,Thursday,2.0,539958
3,Thursday,2.0,539958
1,Thursday,2.0,539958
2,Thursday,2.0,539958
11,Thursday,2.0,539958
9,Thursday,2.0,539958
17,Thursday,2.0,539958
12,Thursday,2.0,539958
1,Thursday,2.0,539958
6,Thursday,2.0,539958
4,Thursday,2.0,539958
2,Thursday,2.0,539958
1,Thursday,2.0,539958
3,Thursday,2.0,539958
2,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
2,Thursday,2.0,539958
4,Thursday,2.0,539958
2,Thursday,2.0,539958
9,Thursday,2.0,539958
7,Thursday,2.0,539958
2,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
6,Thursday,2.0,539958
18,Thursday,2.0,539958
2,Thursday,2.0,539958
8,Thursday,2.0,539958
5,Thursday,2.0,539958
17,Thursday,2.0,539958
18,Thursday,2.0,539958
14,Thursday,2.0,539958
27,Thursday,2.0,539958
1,Thursday,2.0,539958
4,Thursday,2.0,539958
2,Thursday,2.0,539958
6,Thursday,2.0,539958
2,Thursday,2.0,539958
2,Thursday,2.0,539958
8,Thursday,2.0,539958
17,Thursday,2.0,539958
2,Thursday,2.0,539958
1,Thursday,2.0,539958
3,Thursday,2.0,539958
7,Thursday,2.0,539958
2,Thursday,2.0,539958
1,Thursday,2.0,539958
2,Thursday,2.0,539958
14,Thursday,2.0,539958
3,Thursday,2.0,539958
9,Thursday,2.0,539958
3,Thursday,2.0,539958
1,Thursday,2.0,539958
10,Thursday,2.0,539958
3,Thursday,2.0,539958
1,Thursday,2.0,539958
3,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
3,Thursday,2.0,539958
1,Thursday,2.0,539958
5,Thursday,2.0,539958
7,Thursday,2.0,539958
2,Thursday,2.0,539958
3,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
2,Thursday,2.0,539958
2,Thursday,2.0,539958
2,Thursday,2.0,539958
2,Thursday,2.0,539958
2,Thursday,2.0,539958
1,Thursday,2.0,539958
5,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
5,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
2,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
2,Thursday,2.0,539958
2,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
2,Thursday,2.0,539958
1,Thursday,2.0,539958
2,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
2,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
1,Thursday,2.0,539958
